Model,Release Date,Release Year,Model ID,Cluster ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch)
Panasonic Toughpad FZ-A1,01-05-12,2012.333333,2708,4,0.499984741,0.255032794,0.599817517,0.604316547,0.375609756,0.365079365,0.709959072,0.663114754,0.069916613,0.195190887,0.192349138,0.208480565
Prestigio MultiPad 5080 PMP5080C PRO,01-05-12,2012.333333,2709,4,0.499984741,0.125838031,0.499771896,0.45323741,0.203252033,0.380952381,0.399727149,0.631147541,0.031430404,0.063700405,0.092672414,0.203685008
RIM BlackBerry Curve 9320 SKU1 (RIM Armstrong),01-05-12,2012.333333,2710,6,0.249977111,0.008388246,0.402727644,0.050359712,0.089430894,0.103174603,0.145975443,0.245901639,0.04233483,0.008350641,0.009267241,0.301615346
RIM BlackBerry Curve 9320 SKU2 (RIM Armstrong),01-05-12,2012.333333,2711,6,0.249977111,0.008388246,0.402727644,0.050359712,0.089430894,0.103174603,0.145975443,0.245901639,0.04233483,0.008350641,0.009267241,0.301615346
Samsung GT-i8160 Galaxy Ace 2,01-05-12,2012.333333,2712,2,0.374980926,0.062079576,0.399726275,0.151079137,0.154471545,0.380952381,0.151978172,0.284016393,0.02822322,0.007108751,0.013362069,0.510853104
Samsung GT-i9070P Galaxy S Advance NFC,01-05-12,2012.333333,2713,2,0.374980926,0.249999232,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.304098361,0.023027582,0.006659101,0.012931034,0.481322564
Samsung GT-i9210T Galaxy S II 4G AU (Samsung Celox),01-05-12,2012.333333,2714,2,0.499984741,0.000243117,0.749885948,0.201438849,0.154471545,0.380952381,0.169986357,0.331147541,0.022065427,0.008800291,0.015517241,0.408884402
Samsung GT-i9300 Galaxy S III 16GB / Galaxy S3,01-05-12,2012.333333,2715,5,0.499984741,0.250005786,0.699863138,0.223021583,0.25203252,0.619047619,0.174897681,0.359016393,0.01603592,0.008307817,0.015732759,0.659767794
Samsung GT-i9300 Galaxy S III 32GB,01-05-12,2012.333333,2716,5,0.499984741,0.499999488,0.699863138,0.223021583,0.25203252,0.619047619,0.174897681,0.359016393,0.01603592,0.008307817,0.015732759,0.659767794
Samsung GT-P5110 Galaxy Tab 2 10.1 WiFi 16GB,01-05-12,2012.333333,2717,4,0.499984741,0.249999232,0.499771896,0.604316547,0.479674797,0.380952381,0.682673943,0.517622951,0.023091725,0.084020298,0.112284483,0.264512872
Samsung SCH-S720C Galaxy Proclaim,01-05-12,2012.333333,2718,6,0.249977111,0.033556057,0.499771896,0.129496403,0.089430894,0.222222222,0.145156889,0.267622951,0.035920462,0.007644049,0.011637931,0.30338213
Samsung SGH-i667 Focus 2 (Samsung Mandel),01-05-12,2012.333333,2719,2,0.249977111,0.125838031,0.699863138,0.165467626,0.154471545,0.380952381,0.153342428,0.29795082,0.031302117,0.008500525,0.013362069,0.480060575
Samsung SPH-L700 Galaxy Nexus 4G LTE (Samsung Prime),01-05-12,2012.333333,2720,5,0.499984741,0.499999488,0.599817517,0.208633094,0.25203252,0.619047619,0.167639836,0.354508197,0.021616421,0.009228529,0.018103448,0.68525997
Samsung YP-GI1CW / YP-GI1CB / Galaxy Player 4.2 / Galaxy S WiFi 4.2 8GB,01-05-12,2012.333333,2721,2,0.249977111,0.125838031,0.499771896,0.179856115,0.154471545,0.380952381,0.162619372,0.307786885,0.017960231,0.006188039,0.0125,0.45229682
Samsung YP-GI1EW / YP-GI1EB Galaxy Player 4.2 16GB,01-05-12,2012.333333,2722,2,0.249977111,0.249999232,0.499771896,0.179856115,0.154471545,0.380952381,0.162619372,0.307786885,0.017960231,0.006188039,0.0125,0.45229682
Sharp SH330U,01-05-12,2012.333333,2723,6,0.124973296,0.008388246,0.299680654,0.129496403,0.089430894,0.222222222,0.142974079,0.270491803,0.04233483,0.008971586,0.012931034,0.30338213
Sony Xperia P LT22 / LT22i (Sony Nyphon),01-05-12,2012.333333,2724,2,0.499984741,0.000243117,0.499771896,0.165467626,0.178861789,0.46031746,0.144611187,0.299180328,0.02822322,0.00687322,0.012931034,0.587077234
Sony Xperia Sola MT27 / MT27i (Sony Pepper),01-05-12,2012.333333,2725,2,0.249977111,0.125838031,0.499771896,0.143884892,0.154471545,0.407738095,0.14324693,0.274590164,0.024374599,0.00507462,0.01012931,0.556032307
Sony Xperia U ST25 / ST25i (Sony Kumquat),01-05-12,2012.333333,2726,2,0.249977111,0.125838031,0.499771896,0.129496403,0.154471545,0.407738095,0.129604366,0.258196721,0.037844772,0.006102392,0.010775862,0.593639576
Sony Xperia U ST25a (Sony Kumquat),01-05-12,2012.333333,2727,2,0.249977111,0.125838031,0.499771896,0.129496403,0.154471545,0.407738095,0.129604366,0.258196721,0.037844772,0.006102392,0.010775862,0.593639576
Sprint HTC EVO 4G LTE / EVO One (HTC Jet),01-05-12,2012.333333,2728,5,0.499984741,0.249999232,0.749885948,0.215827338,0.25203252,0.619047619,0.170504775,0.351639344,0.01847338,0.008436289,0.015948276,0.679202423
T-Mobile Prism U8651 (Huawei Astro),01-05-12,2012.333333,2729,6,0.249977111,0.031878203,0.299680654,0.129496403,0.089430894,0.222222222,0.1473397,0.275819672,0.039127646,0.008928763,0.012931034,0.30338213
ZTE Skate Kis,01-05-12,2012.333333,2730,6,0.249977111,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.152796726,0.268442623,0.034637588,0.011305484,0.018965517,0.436648157
Acer Iconia Tab A510 Olympic Edition,01-06-12,2012.416667,2731,4,0.499984741,0.499999488,0.649840327,0.604316547,0.479674797,0.380952381,0.688949523,0.517622951,0.031109686,0.097017322,0.132543103,0.264512872
Acer Iconia Tab A700 32GB,01-06-12,2012.416667,2732,4,0.499984741,0.499999488,0.649840327,0.604316547,0.739837398,0.579365079,0.691132333,0.516393443,0.030788967,0.096674732,0.130818966,0.452801615
Alcatel One Touch OT-986,01-06-12,2012.416667,2733,5,0.499984741,0.125838031,0.749885948,0.201438849,0.25203252,0.619047619,0.173260573,0.340163934,0.023412444,0.009849474,0.018965517,0.713780919
Alcatel One Touch OT-991,01-06-12,2012.416667,2734,6,0.124973296,0.008388246,0.399726275,0.165467626,0.089430894,0.222222222,0.167803547,0.299180328,0.03014753,0.009742415,0.01549569,0.254164563
Asus Padfone,01-06-12,2012.416667,2735,5,0.499984741,0.249999232,0.755888685,0.18705036,0.178861789,0.46031746,0.160709413,0.323770492,0.019884541,0.008864527,0.016163793,0.679202423
Asus Padfone A66 32GB,01-06-12,2012.416667,2736,5,0.499984741,0.499999488,0.755888685,0.18705036,0.178861789,0.46031746,0.160709413,0.323770492,0.019884541,0.007044515,0.01487069,0.535840485
Asus Padfone A66 64GB,01-06-12,2012.416667,2737,5,0.499984741,1,0.755888685,0.18705036,0.178861789,0.46031746,0.160709413,0.323770492,0.019884541,0.010470419,0.017456897,1
Hannspree HANNS pad SN-70T3,01-06-12,2012.416667,2738,3,0.249977111,0.062079576,0.499771896,0.381294964,0.284552846,0.222222222,0.609822647,0.413934426,0.02822322,0.068132668,0.068965517,0.22387683
HTC One S Z560E (HTC Ville C),01-06-12,2012.416667,2739,5,0.499984741,0.249999232,0.849931569,0.18705036,0.178861789,0.46031746,0.159618008,0.335655738,0.011866581,0.005031797,0.012823276,0.535840485
HTC One XL EU / Edge (HTC Evita),01-06-12,2012.416667,2740,5,0.499984741,0.499999488,0.749885948,0.215827338,0.25203252,0.619047619,0.172987722,0.351639344,0.017960231,0.008521936,0.01487069,0.679202423
HTC One XT S720t (HTC Supreme),01-06-12,2012.416667,2741,5,0.499984741,0.499999488,0.749885948,0.215827338,0.25203252,0.619047619,0.172987722,0.349836066,0.017960231,0.008457701,0.015086207,0.679202423
Huawei Activa 4G (Huawei M920),01-06-12,2012.416667,2742,6,0.249977111,0.016777517,0.399726275,0.129496403,0.089430894,0.222222222,0.150068213,0.299180328,0.029506094,0.007751108,0.017241379,0.30338213
Huawei Ascend D1 (Huawei U9500),01-06-12,2012.416667,2743,5,0.499984741,0.125838031,0.749885948,0.201438849,0.25203252,0.619047619,0.156889495,0.327868852,0.017960231,0.006295099,0.015086207,0.713780919
KDDI Sharp Aquos Phone Serie ISW16SH,01-06-12,2012.416667,2744,5,0.499984741,0.249999232,0.749885948,0.208633094,0.25203252,0.619047619,0.162346521,0.31557377,0.032713278,0.010491831,0.01637931,0.692579505
LG P880 Optimus 4X HD (LG X3),01-06-12,2012.416667,2745,5,0.499984741,0.249999232,0.749885948,0.215827338,0.25203252,0.619047619,0.168076398,0.341803279,0.019820398,0.008307817,0.017456897,0.679202423
Meizu MX Quad-Core / MX 4-core 32GB,01-06-12,2012.416667,2746,5,0.499984741,0.499999488,0.699863138,0.165467626,0.219512195,0.46031746,0.154979536,0.296311475,0.026940346,0.007494165,0.017025862,0.620393741
Meizu MX Quad-Core 64GB,01-06-12,2012.416667,2747,5,0.499984741,1,0.699863138,0.165467626,0.219512195,0.46031746,0.154979536,0.296311475,0.026940346,0.007472753,0.017025862,0.620393741
Motorola MOTO RAZR V MT887 (Motorola Yangtze),01-06-12,2012.416667,2748,2,0.499984741,0.062079576,0.599817517,0.18705036,0.178861789,0.46031746,0.161800819,0.325819672,0.014432328,0.005674154,0.014008621,0.535840485
Motorola Motosmart Mix XT553,01-06-12,2012.416667,2749,6,0.249977111,0.008388246,0.399726275,0.165467626,0.089430894,0.222222222,0.165839018,0.282786885,0.037203335,0.010791598,0.015409483,0.254164563
Motorola MOTOSMART XT390,01-06-12,2012.416667,2750,6,0.249977111,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.155525239,0.274590164,0.032713278,0.00822217,0.010775862,0.30338213
Motorola RAZR V XT889 (Motorola Yangtze),01-06-12,2012.416667,2751,2,0.499984741,0.062079576,0.599817517,0.18705036,0.178861789,0.46031746,0.161800819,0.325819672,0.014432328,0.005674154,0.014008621,0.535840485
Nokia Lumia 800C,01-06-12,2012.416667,2752,2,0.249977111,0.249999232,0.699863138,0.143884892,0.154471545,0.380952381,0.149249659,0.276639344,0.038486209,0.009035822,0.017672414,0.524230187
Nokia Lumia 900 Batman The Dark Knight Rises Limited Edition (Nokia Ace),01-06-12,2012.416667,2753,2,0.249977111,0.249999232,0.699863138,0.18705036,0.154471545,0.380952381,0.169167804,0.32295082,0.034637588,0.012119136,0.021551724,0.436648157
NTT DoCoMo Sharp Aquos Phone st SH-07D,01-06-12,2012.416667,2754,2,0.499984741,0.062079576,0.499771896,0.122302158,0.306504065,0.222222222,0.129604366,0.237704918,0.039127646,0.005652742,0.010344828,0.618122161
Orange Dublin P752V (ZTE Kis),01-06-12,2012.416667,2755,6,0.249977111,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.152796726,0.268442623,0.034637588,0.008179346,0.014655172,0.30338213
Orange Santa Diego / Santa Clara (Intel Black Ray),01-06-12,2012.416667,2756,5,0.499984741,0.249999232,0.799908758,0.165467626,0.203252033,0.492063492,0.154160982,0.303278689,0.03136626,0.008800291,0.014439655,0.630994447
Samsung GT-i9050,01-06-12,2012.416667,2757,2,0.499984741,0.249999232,0.499771896,0.179856115,0.154471545,0.380952381,0.16425648,0.308606557,0.028864657,0.009378413,0.014331897,0.446996466
Samsung GT-S5690L Galaxy Xcover Extreme,01-06-12,2012.416667,2758,6,0.249977111,0.008388246,0.399726275,0.136690647,0.089430894,0.222222222,0.16207367,0.297131148,0.037524054,0.011048541,0.016271552,0.286976275
Samsung GT-S6358 Galaxy Ace,01-06-12,2012.416667,2759,6,0.249977111,0.062079576,0.399726275,0.129496403,0.089430894,0.222222222,0.150068213,0.266393443,0.034637588,0.007815344,0.0125,0.30338213
Samsung GT-S7530 Omnia M / GT-S7530E ,01-06-12,2012.416667,2760,2,0.187475204,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.157162347,0.297540984,0.02822322,0.008072287,0.012715517,0.480060575
Samsung GT-S7530L Omnia M,01-06-12,2012.416667,2761,2,0.187475204,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.157162347,0.297540984,0.02822322,0.008072287,0.012715517,0.480060575
Samsung SCH-i939 Galaxy S III (Samsung Midas),01-06-12,2012.416667,2762,5,0.499984741,0.250005786,0.699863138,0.223021583,0.25203252,0.619047619,0.175170532,0.359016393,0.018537524,0.009142882,0.017456897,0.659767794
Samsung SGH-i577 Galaxy Exhilarate,01-06-12,2012.416667,2763,2,0.499984741,0.062079576,0.599817517,0.165467626,0.154471545,0.380952381,0.154160982,0.299180328,0.037844772,0.010299124,0.015086207,0.480060575
Samsung SGH-i827 Galaxy Appeal,01-06-12,2012.416667,2764,6,0.249977111,0.062079576,0.399726275,0.107913669,0.089430894,0.222222222,0.139699864,0.258196721,0.051956382,0.010213477,0.013362069,0.344522968
Samsung SGH-iT999 Galaxy S III,01-06-12,2012.416667,2765,5,1,0.250005786,0.699863138,0.223021583,0.25203252,0.619047619,0.174897681,0.359016393,0.01603592,0.008307817,0.015732759,0.659767794
Samsung SHW-M440S Galaxy S 3,01-06-12,2012.416667,2766,5,0.499984741,0.249999232,0.699863138,0.223021583,0.25203252,0.619047619,0.174624829,0.359016393,0.01603592,0.008286406,0.015732759,0.66027259
Sony Xperia Ion LT28 / LT28i (Sony Aoba),01-06-12,2012.416667,2767,5,0.499984741,0.249999232,0.755888685,0.208633094,0.25203252,0.619047619,0.167803547,0.344262295,0.028864657,0.011091365,0.018103448,0.702423019
Sony Xperia Ion LT28at (Sony Aoba),01-06-12,2012.416667,2768,5,0.499984741,0.249999232,0.755888685,0.208633094,0.25203252,0.619047619,0.167803547,0.344262295,0.028864657,0.011091365,0.018103448,0.702423019
Spice Mi-425 Stellar,01-06-12,2012.416667,2769,2,0.249977111,0.016777517,0.503773721,0.165467626,0.154471545,0.380952381,0.155525239,0.31147541,0.041051956,0.011797957,0.010775862,0.476527007
T-Mobile Samsung SGH-T999V Galaxy S III,01-06-12,2012.416667,2770,5,1,0.250005786,0.755888685,0.223021583,0.25203252,0.619047619,0.174897681,0.359016393,0.01603592,0.008307817,0.016163793,0.659767794
Toshiba Excite 7 T AT270 / Excite 7.7 AT275 32GB,01-06-12,2012.416667,2771,4,0.499984741,0.499999488,0.749885948,0.431654676,0.479674797,0.380952381,0.540245566,0.353278689,0.010904426,0.036742822,0.05862069,0.381625442
Toshiba Regza Tablet AT500 36F,01-06-12,2012.416667,2772,4,0.499984741,0.499999488,0.649840327,0.604316547,0.479674797,0.380952381,0.693315143,0.532377049,0.018601668,0.080401687,0.114224138,0.266027259
Toshiba Regza Tablet AT500 46F,01-06-12,2012.416667,2773,4,0.499984741,1,0.649840327,0.604316547,0.479674797,0.380952381,0.693315143,0.532377049,0.018601668,0.080401687,0.114224138,0.266027259
Toshiba Regza Tablet AT570 36F,01-06-12,2012.416667,2774,4,0.499984741,0.499999488,0.649840327,0.431654676,0.479674797,0.380952381,0.540245566,0.353278689,0.011545863,0.037320943,0.05862069,0.381625442
Toshiba Regza Tablet AT570 46F,01-06-12,2012.416667,2775,4,0.499984741,1,0.649840327,0.431654676,0.479674797,0.380952381,0.540245566,0.353278689,0.011545863,0.037320943,0.05862069,0.381625442
Toshiba Regza Tablet AT700 46F,01-06-12,2012.416667,2776,4,0.499984741,1,0.599817517,0.604316547,0.479674797,0.380952381,0.680763984,0.520491803,0.010262989,0.064835235,0.10237069,0.266027259
Toshiba Regza Tablet AT830 T6F,01-06-12,2012.416667,2777,4,0.499984741,1,0.699863138,0.834532374,0.609756098,0.430555556,0.920327422,0.665163934,0.024374599,0.144551742,0.202586207,0.236244321
Vodafone Smart II (TCL V860),01-06-12,2012.416667,2778,6,0.249977111,0.016777517,0.415733575,0.107913669,0.089430894,0.222222222,0.140518417,0.245901639,0.040089801,0.007280046,0.012931034,0.344522968
ZTE Atlas W,01-06-12,2012.416667,2779,1,0.249977111,0.008388246,0.399726275,0.129496403,0.154471545,0.380952381,0.140518417,0.270491803,0.027581783,0.005417211,0.015086207,0.560070671
Acer Iconia Tab A210 WiFi 16GB,01-07-12,2012.5,2780,4,0.499984741,0.249999232,0.599817517,0.604316547,0.479674797,0.380952381,0.691678035,0.516393443,0.04041052,0.111363296,0.140431034,0.264512872
Acer Iconia Tab A211 3G 8GB,01-07-12,2012.5,2781,4,0.499984741,0.125838031,0.599817517,0.604316547,0.479674797,0.380952381,0.691678035,0.516393443,0.04041052,0.111363296,0.140431034,0.264512872
Acer Iconia Tab A701 64GB,01-07-12,2012.5,2782,4,0.499984741,1,0.649840327,0.604316547,0.739837398,0.579365079,0.691132333,0.516393443,0.030788967,0.096674732,0.130818966,0.452801615
Asus Transformer Pad Infinity / Eee Pad Transformer Prime TF700T,01-07-12,2012.5,2783,4,0.499984741,1,0.799908758,0.604316547,0.739837398,0.579365079,0.699863574,0.540163934,0.015394484,0.077104255,0.113362069,0.452801615
Asus Transformer Pad Infinity 3G TF700TG 64GB,01-07-12,2012.5,2784,4,0.499984741,1,0.755888685,0.604316547,0.739837398,0.579365079,0.699863574,0.540163934,0.015394484,0.077104255,0.113362069,0.452801615
Google Nexus 7 16GB (Asus Nakasi),01-07-12,2012.5,2785,4,0.499984741,0.249999232,0.649840327,0.381294964,0.479674797,0.380952381,0.309686221,0.612704918,0.027902502,0.043851573,0.060344828,0.431600202
Google Nexus 7 8GB (Asus Nakasi),01-07-12,2012.5,2786,4,0.499984741,0.125838031,0.649840327,0.381294964,0.479674797,0.380952381,0.309686221,0.612704918,0.027902502,0.043851573,0.060344828,0.431600202
HTC One XC X720d (HTC Jel),01-07-12,2012.5,2787,5,0.499984741,0.249999232,0.749885948,0.215827338,0.25203252,0.619047619,0.170504775,0.351639344,0.021808852,0.00946406,0.016918103,0.679202423
Huawei Ascend D1 XL (Huawei U9500E),01-07-12,2012.5,2788,5,0.499984741,0.125838031,0.749885948,0.201438849,0.25203252,0.619047619,0.159345157,0.331557377,0.034637588,0.011326895,0.018318966,0.713780919
Huawei Ascend G500D U8832D (Huawei Panama),01-07-12,2012.5,2789,2,0.249977111,0.062079576,0.499771896,0.18705036,0.178861789,0.46031746,0.159618008,0.331967213,0.032713278,0.01081301,0.020689655,0.535840485
Huawei Ascend Y201 Pro (Huawei U8666E),01-07-12,2012.5,2790,6,0.124973296,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.148703956,0.274590164,0.035920462,0.008286406,0.014008621,0.308177688
KDDI Sharp Aquos Phone CL IS17SH,01-07-12,2012.5,2791,2,0.499984741,0.125838031,0.699863138,0.179856115,0.178861789,0.46031746,0.159618008,0.340163934,0.017960231,0.006916044,0.015517241,0.547955578
Kyocera Hydro C5170,01-07-12,2012.5,2792,6,0.249977111,0.031878203,0.499771896,0.129496403,0.089430894,0.222222222,0.151432469,0.270491803,0.042976267,0.010106417,0.012931034,0.30338213
Lenovo IdeaTab S2110A / S2-10 16GB,01-07-12,2012.5,2793,4,0.499984741,0.249999232,0.749885948,0.604316547,0.479674797,0.380952381,0.691132333,0.528688525,0.016613214,0.076611781,0.112068966,0.266027259
Lenovo IdeaTab S2110A 32GB,01-07-12,2012.5,2794,4,0.499984741,0.499999488,0.749885948,0.604316547,0.479674797,0.380952381,0.691132333,0.528688525,0.016613214,0.076611781,0.112068966,0.266027259
Meizu MX 2-core 16 GB,01-07-12,2012.5,2795,5,0.499984741,0.249999232,0.749885948,0.165467626,0.219512195,0.46031746,0.154979536,0.296311475,0.026940346,0.007494165,0.017025862,0.620393741
Motorola Atrix HD MB886 / Atrix 3 (Motorola Dinara),01-07-12,2012.5,2796,5,0.499984741,0.125838031,0.755888685,0.201438849,0.25203252,0.619047619,0.172987722,0.346311475,0.014753047,0.007344282,0.017241379,0.713780919
Motorola Defy Pro XT560,01-07-12,2012.5,2797,6,0.249977111,0.016777517,0.499771896,0.071942446,0.154471545,0.142857143,0.162346521,0.253278689,0.040089801,0.009892298,0.012068966,0.424028269
NEC Medias X N-07D,01-07-12,2012.5,2798,5,0.499984741,0.249999232,0.755888685,0.18705036,0.25203252,0.619047619,0.165075034,0.331967213,0.015394484,0.006402158,0.013577586,0.751640586
NTT DoCoMo Regza T-02D,01-07-12,2012.5,2799,5,0.499984741,0.249999232,0.749885948,0.18705036,0.178861789,0.46031746,0.156889495,0.331967213,0.027581783,0.009078646,0.017025862,0.535840485
NTT DoCoMo Sharp Aquos Phone Zeta SH-09D,01-07-12,2012.5,2800,5,0.499984741,0.249999232,0.755888685,0.215827338,0.25203252,0.619047619,0.165075034,0.331967213,0.033354715,0.011626662,0.017241379,0.679202423
Panasonic ELUGA Power,01-07-12,2012.5,2801,5,0.499984741,0.125838031,0.749885948,0.237410072,0.25203252,0.619047619,0.173260573,0.356557377,0.022450289,0.010127829,0.015732759,0.629227663
Panasonic Eluga V P-06D,01-07-12,2012.5,2802,5,0.499984741,0.125838031,0.749885948,0.208633094,0.25203252,0.619047619,0.159618008,0.327868852,0.029506094,0.009763827,0.014439655,0.692579505
RIM BlackBerry Curve 9310,01-07-12,2012.5,2803,6,0.249977111,0.008388246,0.399726275,0.050359712,0.089430894,0.103174603,0.145975443,0.245901639,0.04233483,0.008350641,0.009482759,0.301615346
